# q qerr I(q) I(q)err
3.434725213573309177e-01 1.721267342860113468e-04 1.894178082191780987e+01 2.096058216473354607e-01
3.440668628349150548e-01 1.688112223928517135e-04 1.890718038528896727e+01 2.126881428903690252e-01
3.446582135825889681e-01 1.692424510761824589e-04 1.901739130434782510e+01 2.094301674947804393e-01
3.452491090557756603e-01 1.689134161263811562e-04 1.906687898089171895e+01 2.111626539853372064e-01
3.458407780089721162e-01 1.689170118594225515e-04 1.898496240601503615e+01 2.112622389690208269e-01
3.464342657797815916e-01 1.703331302823420947e-04 1.904145225843339162e+01 2.100798090916831673e-01
3.470225026859307671e-01 1.653254967256127838e-04 1.915219941348973620e+01 2.151646382200881891e-01
3.476115423932722992e-01 1.701197948935284567e-04 1.933818493150684859e+01 2.125708616527869355e-01
3.482050438373016088e-01 1.704372804132499471e-04 1.918322167200699013e+01 2.171381604666356990e-01
3.487942557572680236e-01 1.679434160546790320e-04 1.934534087526049362e+01 2.202666461590506997e-01
3.493838601248198117e-01 1.705255411760242252e-04 1.926164664518019265e+01 2.171408347195243616e-01
3.499719944196751920e-01 1.649251293032628777e-04 1.920763867838739003e+01 2.230687393559863119e-01
3.505653009744212900e-01 1.740001505358781432e-04 1.937677793904208912e+01 2.173607015642750884e-01
3.511625416979052283e-01 1.702522177180745486e-04 1.940119225037257777e+01 2.193216409151445001e-01
3.517494109264738822e-01 1.661248976253251947e-04 1.948366412213740517e+01 2.272931925249012108e-01
3.523322037850760702e-01 1.687740093792814572e-04 1.945383458646616504e+01 2.171312310748693408e-01
3.529242748778578798e-01 1.703023473558804924e-04 1.927027835977252224e+01 2.218465317206640419e-01
3.535171767743732762e-01 1.710337938048302588e-04 1.929985052316891014e+01 2.188597446378068578e-01
3.541092674186597788e-01 1.693584416040595949e-04 1.937933112383247902e+01 2.197467668122826678e-01
3.547016714670324089e-01 1.697264048225453122e-04 1.942336645588678223e+01 2.234919062654665278e-01
3.552924816123141927e-01 1.704360595799569815e-04 1.933724781692261274e+01 2.200447559378682083e-01
3.558825378314949828e-01 1.687975585377316531e-04 1.934044498628466968e+01 2.240093553368729673e-01
3.564695192926251033e-01 1.696712436918022338e-04 1.943358547655068236e+01 2.215599255508149956e-01
3.570561851536694364e-01 1.662583192064983034e-04 1.924285275130648643e+01 2.204178958063442995e-01
3.576508961503217510e-01 1.743022420295703889e-04 1.931824903874593247e+01 2.182343751498060092e-01
3.582455824838307046e-01 1.701326133782446568e-04 1.924125342257377724e+01 2.209147892179195716e-01
3.588361244608256340e-01 1.694353531077557966e-04 1.921374277896017091e+01 2.213278490644840224e-01
3.594222417644822865e-01 1.679262337846750680e-04 1.915222052067381142e+01 2.201726308250079867e-01
3.600077589448058002e-01 1.673545786458556343e-04 1.912765302983697424e+01 2.248376729266514384e-01
3.605982333994491862e-01 1.725915774076358254e-04 1.915802098950524623e+01 2.173305000507944895e-01
3.611956339660228887e-01 1.725426483733969666e-04 1.921074752326628499e+01 2.209636445569851670e-01
3.617913944135733861e-01 1.701451047676524712e-04 1.900212443095599468e+01 2.202764193843561313e-01
3.623783487843028062e-01 1.682538973308593468e-04 1.915327793167128334e+01 2.231244456906984197e-01
3.629705809613364975e-01 1.732430252475673370e-04 1.913193403298350859e+01 2.194073270923865560e-01
3.635612737943816897e-01 1.686382861558942078e-04 1.910359667998770306e+01 2.209939577749915340e-01
3.641436848599732823e-01 1.663224515254439848e-04 1.897145516599441351e+01 2.255295143260347412e-01
3.647312200541090732e-01 1.709508299101832811e-04 1.898214826021180102e+01 2.165181453008334644e-01
3.653270267855584508e-01 1.734880588866814094e-04 1.906030603060306206e+01 2.173329429386795242e-01
3.659224167334292344e-01 1.709845472720951832e-04 1.893272450532724349e+01 2.209368569874090860e-01
3.665139127096512239e-01 1.712925334914513727e-04 1.891860816944024037e+01 2.185462938814716483e-01
3.671008703882918667e-01 1.666173128496759416e-04 1.858902400997817139e+01 2.321148195160601946e-01
3.676929255539627683e-01 1.765719675186754338e-04 1.860974889217134276e+01 2.224177001000917364e-01
3.682881557814128848e-01 1.692332677988123114e-04 1.822325007708911571e+01 2.333983501889738688e-01
3.688737009012227896e-01 1.692333492103959491e-04 1.839006439742410137e+01 2.355705595123778473e-01
3.694600123805976688e-01 1.694511185703381057e-04 1.825695931477515899e+01 2.357002812692118587e-01
3.700550089697486889e-01 1.738532913859857515e-04 1.825022529288074580e+01 2.314074460004594269e-01
3.706478948509351889e-01 1.724451885930125105e-04 1.811175220163984179e+01 2.345936804162993550e-01
3.712366779947701145e-01 1.689481289389872635e-04 1.804530046224961382e+01 2.351344414632657864e-01
3.718219449810354349e-01 1.702236906645965861e-04 1.804744413835322803e+01 2.336933021024546475e-01
3.724126300154622649e-01 1.728494116753243753e-04 1.796828752642706206e+01 2.309239876601138497e-01
3.730080508360983926e-01 1.729085268041567671e-04 1.810691633947448054e+01 2.298207759335244016e-01
3.735969880519761088e-01 1.700027595510625788e-04 1.800336803429271271e+01 2.344571062028854846e-01
3.741825657695804774e-01 1.689470995398915140e-04 1.780123076923077008e+01 2.313928850862019548e-01
3.747761649405053075e-01 1.768122897008529747e-04 1.796242603550295769e+01 2.273229720717060143e-01
3.753727658061417061e-01 1.724814373479284253e-04 1.786356730477058719e+01 2.323645892504668520e-01
3.759636990350587182e-01 1.719597561620095653e-04 1.780617807389461049e+01 2.305925622502798533e-01
3.765476378557249815e-01 1.677837197407836987e-04 1.779157633942396899e+01 2.361176649609237066e-01
3.771366504169219591e-01 1.738223167017616754e-04 1.781488148814881356e+01 2.273331046146950529e-01
3.777321673433574611e-01 1.752358384772680978e-04 1.773959892247830084e+01 2.282437520373078732e-01
3.783250632197585617e-01 1.718648240946133571e-04 1.759427353030764607e+01 2.292730977984653307e-01
3.789165681467555058e-01 1.739282240125579395e-04 1.757412965186074416e+01 2.228920785661276938e-01
3.795070617753290021e-01 1.715268889820451199e-04 1.773899755501222586e+01 2.304679802924322063e-01
3.800964893333595995e-01 1.742118032808407865e-04 1.764552014431749782e+01 2.258478854907058353e-01
3.806892190927380071e-01 1.732402357021223314e-04 1.766937669376693876e+01 2.268066083728210725e-01
3.812795153146855132e-01 1.715709631869533037e-04 1.767244525547445377e+01 2.295809358544471657e-01
3.818720908473305919e-01 1.761664960648451328e-04 1.764906555918125264e+01 2.232390039638076640e-01
3.824653704761485917e-01 1.725199622018806648e-04 1.763721918639951269e+01 2.270434088335077649e-01
3.830565828546051987e-01 1.745889831413435257e-04 1.766258949880668183e+01 2.255019996024928142e-01
3.836458534435132628e-01 1.698103472522560320e-04 1.753453545232273925e+01 2.294600521451979069e-01
3.842306881537828622e-01 1.718692658143868631e-04 1.755683890577507711e+01 2.270885090599882861e-01
3.848232997083033124e-01 1.774321648809837218e-04 1.753460972017673214e+01 2.232188096128556454e-01
3.854198274030153915e-01 1.726659789897545664e-04 1.754257246376811707e+01 2.273869567971995576e-01
3.860075947259357654e-01 1.719120321551035886e-04 1.756559854897218997e+01 2.257675165863838040e-01
3.865979637107386235e-01 1.736393309830445834e-04 1.751363500149835062e+01 2.253840435268696096e-01
3.871919720030074230e-01 1.752491727285213617e-04 1.758939213349225383e+01 2.227897399850478910e-01
3.877854902997022180e-01 1.742578254740321554e-04 1.754390681003584262e+01 2.215603046251787278e-01
3.883771815653946913e-01 1.719277986701771895e-04 1.756810631229235753e+01 2.259338426274499212e-01
3.889611986817212430e-01 1.711051754848186615e-04 1.748402798904776390e+01 2.218768296153642294e-01
3.895490061782411195e-01 1.738168292766896939e-04 1.762862264714669891e+01 2.271691868421388816e-01
3.901438540629988960e-01 1.746362796191392439e-04 1.743297746144721216e+01 2.258008565665068079e-01
3.907335699538184159e-01 1.704850843364888067e-04 1.729044006069802819e+01 2.274914788592805326e-01
3.913245891337548410e-01 1.747799460809881160e-04 1.733698873740367574e+01 2.256504930432778611e-01
3.919190131820862733e-01 1.748798825974833427e-04 1.732173654475170821e+01 2.286863794763862867e-01
3.925082667569491646e-01 1.716478959199260615e-04 1.744279210925644819e+01 2.336055419241414299e-01
3.930984553247106605e-01 1.727338428740802384e-04 1.721782780651049549e+01 2.341021766132713178e-01
3.936864641369088313e-01 1.682990145729267235e-04 1.717463813719320243e+01 2.427641444763875556e-01
3.942762530706874213e-01 1.747044544016250782e-04 1.713730886850152757e+01 2.411309182168351051e-01
3.948710291942031381e-01 1.723463072304745472e-04 1.693941286695815052e+01 2.447116691839553437e-01
3.954642486365049781e-01 1.729147682518286406e-04 1.698343750000000085e+01 2.500411394967733125e-01
3.960532800247792418e-01 1.708793330112862185e-04 1.703619047619047677e+01 2.485625246580157599e-01
3.966391064884362549e-01 1.699527987893959446e-04 1.703340828782524952e+01 2.534166917443094191e-01
3.972309926677676795e-01 1.758137954810006832e-04 1.669089779434607124e+01 2.515390748925349085e-01
3.978238366711259189e-01 1.683037981889747589e-04 1.656136363636363740e+01 2.602888813018451875e-01
3.984124774649799861e-01 1.732043763250283401e-04 1.625483973341796329e+01 2.694707645307831689e-01
3.990041769100822200e-01 1.722829912743413397e-04 1.580784061696658149e+01 2.743484402111271980e-01
3.995983673487781829e-01 1.744116157505766604e-04 1.570271132376395506e+01 2.842842796070356171e-01
4.001906907097544930e-01 1.725261709924378684e-04 1.548292525773195827e+01 2.963365416701431165e-01
4.007761737310435168e-01 1.673655622285978464e-04 1.529226170707406141e+01 3.021599181960946123e-01
4.013638187315039518e-01 1.750931822841943024e-04 1.502173218280600864e+01 3.025447931546894065e-01
4.019584515437610306e-01 1.726570330219277458e-04 1.445209483598570976e+01 3.092366440935234717e-01
4.025548317750782812e-01 1.730416320966655626e-04 1.410957583547557803e+01 3.172165886337229845e-01
4.031387163901483106e-01 1.688052971282793721e-04 1.356032520325203272e+01 3.283812986194031280e-01
4.037271059921052063e-01 1.739608900702628222e-04 1.316787173844702963e+01 3.266290188768956604e-01
4.043230185072618221e-01 1.763174699047448889e-04 1.281483771251932069e+01 3.267073000029362961e-01
4.049150239801856399e-01 1.700005425891038674e-04 1.273218829516539508e+01 3.339375333481343078e-01
4.055031755482572664e-01 1.729267172938368801e-04 1.268440709617180140e+01 3.367399857242967531e-01
4.060944914488873181e-01 1.732305839697527558e-04 1.265703634669151967e+01 3.389925067221085109e-01
4.066885244088434548e-01 1.735752317815991263e-04 1.258333333333333393e+01 3.399924930545656920e-01
4.072790992081068429e-01 1.716432069233022467e-04 1.234037267080745259e+01 3.405502854737174623e-01
4.078630596924878171e-01 1.678958517015964743e-04 1.248131728942368568e+01 3.508729031389638542e-01
4.084557119581122553e-01 1.775436467777627805e-04 1.224678432545617746e+01 3.440376245767896579e-01
4.090542301583097728e-01 1.723113344834603493e-04 1.210212897253934017e+01 3.488434284364300142e-01
4.096425459458026830e-01 1.706456729042686593e-04 1.189009287925696512e+01 3.492893514623532925e-01
4.102317526858025309e-01 1.724024119662284854e-04 1.164865689865689902e+01 3.470017618542586280e-01
4.108227717228496445e-01 1.709177650469860521e-04 1.149922720247295160e+01 3.489013369449895374e-01
4.114129583025640802e-01 1.750340415454815376e-04 1.119143804642749451e+01 3.436207022426699398e-01
4.120070386574145593e-01 1.708957307977091952e-04 1.105893186003683226e+01 3.480372879438046740e-01
4.125949168460612548e-01 1.706417140776894431e-04 1.087813839559093765e+01 3.488067076605089745e-01
4.131842359321274416e-01 1.716989301228338642e-04 1.075174931548524526e+01 3.500688472939961216e-01
4.137776454701051487e-01 1.729195068659400100e-04 1.036808703535811382e+01 3.418839234406478855e-01
4.143662697602146783e-01 1.701981773745107082e-04 1.011563169164882225e+01 3.410229937232960862e-01
4.149535158740236818e-01 1.696536558783522499e-04 9.906250000000000000e+00 3.409359830857823237e-01
4.155431552946966534e-01 1.741340188554296926e-04 9.786291529482191720e+00 3.382142065740499914e-01
4.161374107839851400e-01 1.726443227927880594e-04 9.411127819548871898e+00 3.337215532419985364e-01
4.167332157606737364e-01 1.731310916801790257e-04 9.254767580452920583e+00 3.297954761927989753e-01
4.173210650058111204e-01 1.678778058358551084e-04 9.068690585709905605e+00 3.335163276309550673e-01
4.179095450440910575e-01 1.723122281485410610e-04 8.816277678037103271e+00 3.236134568167214898e-01
4.185031782911944886e-01 1.737322875492176009e-04 8.726975638740345431e+00 3.263382292241120419e-01
4.190947841505204829e-01 1.691620295581418407e-04 8.352334748332323144e+00 3.221857678460982588e-01
4.196824762838374800e-01 1.704334419508229698e-04 8.027561414020372155e+00 3.182112775830046036e-01
4.202712882633998781e-01 1.697455431205787118e-04 7.823529411764705621e+00 3.155487115228031159e-01
4.208623894800227472e-01 1.728042357880973880e-04 7.670326409495548781e+00 3.129778136045703318e-01
4.214544841884348969e-01 1.713759670461460197e-04 7.440930787589499218e+00 3.077691214061761826e-01
4.220428164628481915e-01 1.685725227316314432e-04 7.171704957678355363e+00 3.033920593437204327e-01
4.226318298147611618e-01 1.730884696969080835e-04 7.093207880035283353e+00 3.013564621783897945e-01
4.232250136533208806e-01 1.701384314440965845e-04 7.002088928678006141e+00 3.015812246244732875e-01
4.238157867731892070e-01 1.708766920694681211e-04 6.814661543009163047e+00 2.979663434061446403e-01
4.244063587752135991e-01 1.694692032868113209e-04 6.717689100655151790e+00 2.954403114321988433e-01
4.249971355669309725e-01 1.708846576468799863e-04 6.585336895221133524e+00 2.921679016389414074e-01
4.255864260117926956e-01 1.727646384359476375e-04 6.402086438152012171e+00 2.907594046465179494e-01
4.261765114320176795e-01 1.676818518165426315e-04 6.107032695866749350e+00 2.890277291416514793e-01
4.267657828573639955e-01 1.727835547313402926e-04 5.799519807923169346e+00 2.776543982772977093e-01
4.273568320902126350e-01 1.663959677717219811e-04 5.789424280350438323e+00 2.864056649686871903e-01
4.279449211941364073e-01 1.719931506516261344e-04 5.485006119951040482e+00 2.750139600624546543e-01
4.285388860032924851e-01 1.720408332137315303e-04 5.387146371463714445e+00 2.738074647250817728e-01
4.291323669547537634e-01 1.696863158257994335e-04 5.301249999999999574e+00 2.770944324134113068e-01
4.297180276749061889e-01 1.691701455598436734e-04 5.116813602015112927e+00 2.715646858585155643e-01
4.303080564793646534e-01 1.707580641036660269e-04 5.004376367614879584e+00 2.680129341060040749e-01
4.309022159640638616e-01 1.720629075801113591e-04 4.929993777224642493e+00 2.679513089009534221e-01
4.314932318953568768e-01 1.682186955871503597e-04 4.738368387507966517e+00 2.641331061264589608e-01
4.320839478608395900e-01 1.708415722785481172e-04 4.707702020202019888e+00 2.667743001603767872e-01
4.326721359686157009e-01 1.697743689969755847e-04 4.473919999999999675e+00 2.601542862965925407e-01
4.332638612625817620e-01 1.718129274525266711e-04 4.357911392405063644e+00 2.558454527467269313e-01
4.338571488396238962e-01 1.710062900332879091e-04 4.315455410980640671e+00 2.562595606435120188e-01
4.344428121281690425e-01 1.650163538283753518e-04 4.192434210526315930e+00 2.581994047971685191e-01
4.350352802736647262e-01 1.756063936356680054e-04 4.095341614906832461e+00 2.492440621816207347e-01
4.356316255942290216e-01 1.683462898070434252e-04 4.082521117608837180e+00 2.583326008759905812e-01
4.362232980592298803e-01 1.712248263340869980e-04 3.900829081632652962e+00 2.487222063145239637e-01
4.368111473476710138e-01 1.664543392685738897e-04 3.777559055118110187e+00 2.463107147564363164e-01
4.373969104022378263e-01 1.696728371514931444e-04 3.616331821127673152e+00 2.395665462879552343e-01
4.379912130948711568e-01 1.741090655745598705e-04 3.535815714736509907e+00 2.348436737586689083e-01
4.385848200299229394e-01 1.667196919549789795e-04 3.288291243030502020e+00 2.300451902439561158e-01
4.391740833157387058e-01 1.711114910551454077e-04 3.142857142857142794e+00 2.242218374731227148e-01
4.397669763054349867e-01 1.698350781788046464e-04 3.091849935316946851e+00 2.269212291998022046e-01
4.403584171672543235e-01 1.691439361479061729e-04 2.902637577336372399e+00 2.184774633251130027e-01
4.409458098733772258e-01 1.692034813213703058e-04 2.841848356654734786e+00 2.147132214959781293e-01
4.415354339898998615e-01 1.680065618021265520e-04 2.863144076140466066e+00 2.189676154911271710e-01
4.421259791683104790e-01 1.717661784231607489e-04 2.811411992263056270e+00 2.116011196933742511e-01
4.427178177700317740e-01 1.681556449453558747e-04 2.660098522167487545e+00 2.069659075697944384e-01
4.433103415305309492e-01 1.701201849261755055e-04 2.704184236133635899e+00 2.094886299245224404e-01
4.438956540602644329e-01 1.651407785587926931e-04 2.608768406961178066e+00 2.084682823620674919e-01
4.444837485212985162e-01 1.724919343838259402e-04 2.619267568459254569e+00 2.056429332522664299e-01
4.450797538397175956e-01 1.727410982330203424e-04 2.595071595071595016e+00 2.082040126135597802e-01
4.456690230369489414e-01 1.659678803524517637e-04 2.464857341684064007e+00 2.059211785855213084e-01
4.462597507206972347e-01 1.723992015053963539e-04 2.440134907251264806e+00 1.989222523009368804e-01
4.468489181410935651e-01 1.653080678084489297e-04 2.445825932504440470e+00 2.089641214531909597e-01
4.474400733455705104e-01 1.735306885264030474e-04 2.438140806561859275e+00 2.035893616559595887e-01
4.480353132245763481e-01 1.693366981814257250e-04 2.350846262341325765e+00 2.053575238425587313e-01
4.486182912899544517e-01 1.647488965222068571e-04 2.205474452554744502e+00 1.992405112298625824e-01
4.492100996148823966e-01 1.762338773746933561e-04 2.229159519725557370e+00 1.911879369463747591e-01
4.498077922747623636e-01 1.671018714374421568e-04 2.145969498910675455e+00 1.967409599344328575e-01
4.503974406101284300e-01 1.708349226070356348e-04 2.120511908993956585e+00 1.942490219195504852e-01
4.509854470893582268e-01 1.657096407690015474e-04 1.999264435454211064e+00 1.883846283595281557e-01
4.515751530043528583e-01 1.718597548732449763e-04 1.932495511669658939e+00 1.838283804523539455e-01
4.521662339857189239e-01 1.702327357426251960e-04 1.941411935953420764e+00 1.877071106246743226e-01
4.527536453066221545e-01 1.658633761793345705e-04 1.782462686567164223e+00 1.795539589451505269e-01
4.533419097815542531e-01 1.712630152123375236e-04 1.850290697674418672e+00 1.810620466423627228e-01
4.539366371195608374e-01 1.695720859484354571e-04 1.750739644970414233e+00 1.790874811055499505e-01
4.545332248450257850e-01 1.731726517002378030e-04 1.732579350601969992e+00 1.756565377315452425e-01
4.551243750247311870e-01 1.673432845701216718e-04 1.697507552870090697e+00 1.769898337364908814e-01
4.557102349591162782e-01 1.675347282694802020e-04 1.679788039364118024e+00 1.797830240978492145e-01
4.562976289781715544e-01 1.712888196147272066e-04 1.546775997018263071e+00 1.634553413365082419e-01
4.568865423189027442e-01 1.671860788334783685e-04 1.476917207172834701e+00 1.639017557678062731e-01
4.574796654286531483e-01 1.727038882759381728e-04 1.496118299445471367e+00 1.641503025885193978e-01
4.580730155437098272e-01 1.672486438229382896e-04 1.351496546431312451e+00 1.568918729129302470e-01
4.586692024761280795e-01 1.740351811368523536e-04 1.326394052044609584e+00 1.509615874281386994e-01
4.592629608046795986e-01 1.688453523254834993e-04 1.254047802621434116e+00 1.528389732548137148e-01
4.598486310871060523e-01 1.667048888343176927e-04 1.137392661982825848e+00 1.424001461555489401e-01
4.604350364997120137e-01 1.698571457781145521e-04 1.113714944295044251e+00 1.389988496710058974e-01
4.610205351033992427e-01 1.651986683004616550e-04 9.630659253375695172e-01 1.272725261130061569e-01
4.616167756699977587e-01 1.768080842621349267e-04 9.601192694744689060e-01 1.248536706856236272e-01
4.622149135713298218e-01 1.662347014313874684e-04 8.615628718762395888e-01 1.199639760920634263e-01
4.627996513266297574e-01 1.670021408163209226e-04 8.321428571428571841e-01 1.191693860657420112e-01
4.633892090008093767e-01 1.722047412049697085e-04 7.426242236024844789e-01 1.083128272758585586e-01
4.639792726956213365e-01 1.664938883649214269e-04 6.182405165456013041e-01 9.399504205672334911e-02
4.645675626988611251e-01 1.721154008541759715e-04 6.121732344908310530e-01 9.556564681602407185e-02
4.651599397164697947e-01 1.662926321815439161e-04 4.848607186112232625e-01 7.985366670187608873e-02
4.657494622887659586e-01 1.706592762747486097e-04 4.087475149105367911e-01 6.272375337688262942e-02
4.663420538003686944e-01 1.713166750322593895e-04 3.339960238568588369e-01 5.050195276503587072e-02
4.669377679998281128e-01 1.690827638676120181e-04 2.447665056360708580e-01 2.332709345335706730e-02
4.675216656411453342e-01 1.665356963296342702e-04 2.145782145782145767e-01 1.851374971381911094e-02
4.681084874787989625e-01 1.687939786909256460e-04 2.398538961038960970e-01 1.931831788957901266e-02
4.687045823170716274e-01 1.743160562040111880e-04 2.305566521910777655e-01 1.932805923008369328e-02
4.692964443978149824e-01 1.653904706531804240e-04 2.244306418219461641e-01 1.911807463954573114e-02
4.698848321721356691e-01 1.692803213566255332e-04 2.197000405350628405e-01 1.855493999601713975e-02
4.704747240283854715e-01 1.695338867115397019e-04 2.317772317772317792e-01 2.000776641257833582e-02
4.710658532827898259e-01 1.702090161889925526e-04 2.073921971252566665e-01 1.801217022603185738e-02
4.716610277038934540e-01 1.735796410009337958e-04 2.076458752515090433e-01 1.858758680316984283e-02
4.722472120854274702e-01 1.612143104013143439e-04 2.010353753235547825e-01 1.854068592822677095e-02
4.728349812837658317e-01 1.746254268235449079e-04 1.818913480885311906e-01 1.728449706134236805e-02
4.734309304689785503e-01 1.690525995646571930e-04 2.038509836751778992e-01 1.867675866515175476e-02
4.740220664773026060e-01 1.699200811714990736e-04 2.008333333333333359e-01 1.840114831041061300e-02
4.746107772588316065e-01 1.690260946297092513e-04 1.935348446683459178e-01 1.784327719297618478e-02
4.751965651844234917e-01 1.663542804743076110e-04 1.959604641168886940e-01 1.843669921761485406e-02
4.757889348879426050e-01 1.760275630365226382e-04 1.814105177333876773e-01 1.696299744554556621e-02
4.763840498926242839e-01 1.656357044078734706e-04 1.892826274848746770e-01 1.839356611645565076e-02
4.769684230147099857e-01 1.684467150467734394e-04 1.731343283582089665e-01 1.721323951970730320e-02
4.775585778580630492e-01 1.713120634704087949e-04 1.869712351945854445e-01 1.738732405510189094e-02
4.781564717935911091e-01 1.727990467377609699e-04 1.736375158428390408e-01 1.721196186479797760e-02
4.787474691441386820e-01 1.697468339094557546e-04 1.688144329896907325e-01 1.739922713297862786e-02
4.793347319470438461e-01 1.661881601209628503e-04 1.587023235423060119e-01 1.677100701996878801e-02
4.799256171657634851e-01 1.738189506109065149e-04 1.668074324324324287e-01 1.695325471603743167e-02
4.805191799558612975e-01 1.682962907149547569e-04 1.640419947506561726e-01 1.731639102980957884e-02
4.811102610123658141e-01 1.713808616910495982e-04 1.660215053763440807e-01 1.699297036776601169e-02
4.816982990716077162e-01 1.682788958149972723e-04 1.656414762741652003e-01 1.720085678840424168e-02
4.822887541982642245e-01 1.710145933050528867e-04 1.518051326663766853e-01 1.636340343835545469e-02
4.828795172232570043e-01 1.724854122898350029e-04 1.743833838165296524e-01 1.761063601856973845e-02
4.834713815298171680e-01 1.681922902148442946e-04 1.559187279151943439e-01 1.697256153642923843e-02
4.840600810283952060e-01 1.701089142825151800e-04 1.542158147662734957e-01 1.649158642605258462e-02
4.846482524132497138e-01 1.685240033215544585e-04 1.511111111111111127e-01 1.631995965694949674e-02
4.852418059644389992e-01 1.740864647273582938e-04 1.517509727626459026e-01 1.599055077454125673e-02
4.858344965287119122e-01 1.692416552711276567e-04 1.567230632235084575e-01 1.685892963426521840e-02
4.864195219482448929e-01 1.670307237360497737e-04 1.613924050632911389e-01 1.744901861189843140e-02
4.870087366401210649e-01 1.736914215769985313e-04 1.515945827872433316e-01 1.688378664893068482e-02
4.876037779342291545e-01 1.699237697129300502e-04 1.346499102333931774e-01 1.578448504082200984e-02
4.881949682071901053e-01 1.717908097099984119e-04 1.363232682060390721e-01 1.589396983415449632e-02
4.887828933109826801e-01 1.672240806910241175e-04 1.364673664993153734e-01 1.596589747543480584e-02
4.893721085998581910e-01 1.718339158558488213e-04 1.399730820995962188e-01 1.529725433210749053e-02
4.899643150061359642e-01 1.733114087630797484e-04 1.217547000895255194e-01 1.471170131549128131e-02
4.905551045863063564e-01 1.686158758213063453e-04 1.371375977910722632e-01 1.571256364392558877e-02
4.911405753017065168e-01 1.708519855098740599e-04 1.172194457064970469e-01 1.457933695023874883e-02
4.917332598389377307e-01 1.715089861408727217e-04 1.327272727272727215e-01 1.562449410942810465e-02
4.923297844041499838e-01 1.740231673463256369e-04 1.180180180180180199e-01 1.454387818061655263e-02
4.929188492327160609e-01 1.682006630931012835e-04 1.087768440709617201e-01 1.429097533496079611e-02
4.935050036514715965e-01 1.704274825712059362e-04 1.184636742248958846e-01 1.523033966931577887e-02
4.940969779895407199e-01 1.747919109931275468e-04 1.142987249544626660e-01 1.424091476743142605e-02
4.946894183741487039e-01 1.708997583855922995e-04 1.149532710280373876e-01 1.436487024626471182e-02
4.952816872018163119e-01 1.739490026532273127e-04 1.103985341273476806e-01 1.427167009317107695e-02
4.958721735449945767e-01 1.689765655580169389e-04 1.016068052930056698e-01 1.384471095828852805e-02
4.964647931687800053e-01 1.744223363588781194e-04 1.132075471698113234e-01 1.438720086681493163e-02
4.970571116677803825e-01 1.717085550628062274e-04 1.195856873822975508e-01 1.470406718246267119e-02
4.976441552674726321e-01 1.704777097480999332e-04 1.048884670147128551e-01 1.379959937043227780e-02
4.982362385515850534e-01 1.751421637026250348e-04 1.052145823719427831e-01 1.372480882544234969e-02
4.988292742767546639e-01 1.700255383000380343e-04 1.069723018147086951e-01 1.469007141817395105e-02
4.994201119626338059e-01 1.747453370589954552e-04 9.711895910780668495e-02 1.329034315540429494e-02
5.000125499485196245e-01 1.703436769017396758e-04 1.187410586552217484e-01 1.494649726555691803e-02
5.006026000879139071e-01 1.725483493714407830e-04 1.058101086443079819e-01 1.441953034886093651e-02
5.011933387677974805e-01 1.726410436070080490e-04 8.716248223590715438e-02 1.266838568756988546e-02
5.017840826742779869e-01 1.716881300113337844e-04 1.086124401913875631e-01 1.442536107792338762e-02
5.023746556429802279e-01 1.737047463144429464e-04 1.017029328287606393e-01 1.373240813413110703e-02
5.029652136464416445e-01 1.697175111236483172e-04 1.107350096711798848e-01 1.510296616646688607e-02
5.035558770038028875e-01 1.737907719975177257e-04 1.067362428842504735e-01 1.426088570311303400e-02
5.041479327141532574e-01 1.721488054784800362e-04 1.047070124879923153e-01 1.432152966472419880e-02
5.047406336222659551e-01 1.724527817182619754e-04 1.005747126436781630e-01 1.370365023889239496e-02
5.053271514302205558e-01 1.695137836369582358e-04 8.211143695014662403e-02 1.235725433419184414e-02
5.059133939689008930e-01 1.713608948276353690e-04 9.253875968992247847e-02 1.293481999547418243e-02
5.065078093442767493e-01 1.752707508998618965e-04 9.293504030346134981e-02 1.333913036990428194e-02
5.071006992781510458e-01 1.695403758475457195e-04 9.322865554465162297e-02 1.361845805637716851e-02
5.076901854716069362e-01 1.726750596893688813e-04 8.810784785748676518e-02 1.297638024234489679e-02
5.082813863129773679e-01 1.708851705295785371e-04 1.008321096426823271e-01 1.395126425518554251e-02
5.088726575066214730e-01 1.731376583135097629e-04 8.984944147644487178e-02 1.334730213003440871e-02
5.094633304025015796e-01 1.716776421007019438e-04 8.672219500244977841e-02 1.280694810005680168e-02
5.100524515616131627e-01 1.702250720851649084e-04 8.928571428571428770e-02 1.319298621376465905e-02
5.106425481057308424e-01 1.739724503506551721e-04 8.958130477117819124e-02 1.286359823030829713e-02
5.112359084025384082e-01 1.711653553868003699e-04 7.478949975235264780e-02 1.204256088468505514e-02
5.118261616921202517e-01 1.713158481929290147e-04 7.585523054040654856e-02 1.235227363798353274e-02
5.124121544931576899e-01 1.694559830765442112e-04 7.742584213172448715e-02 1.215930465887840421e-02
5.130035381374151715e-01 1.739358290051225048e-04 6.620553359683795103e-02 1.167276623872133719e-02
5.135967555473172075e-01 1.739153865468737647e-04 7.638888888888889506e-02 1.192355272347109946e-02
5.141896542272353932e-01 1.710226882633217999e-04 6.938159879336350255e-02 1.193124926891267305e-02
5.147802862356792852e-01 1.717815984123304853e-04 6.863727454909819559e-02 1.127128953047257590e-02
